"APICD","APINM","ORGANNM","DATAFORMMAT","DOCXNAME","APITYPE","DETAILPK"
"15059041",해양수산부 국립수산과학원_해파리정보,해양수산부 국립수산과학원,XML,국립수산과학원(해양수산연구정보)_해파리정보.docx,REST,uddi:d3d5f45e-46bf-45f8-a452-8c95c762ef1e
"15059077",해양수산부_수협 산지조합 정보,해양수산부,XML,MOF_NKOD_OP_OpenApi활용가이드_수협산지조합정보.doc,REST,uddi:d716e486-2b43-485b-8ec9-c52a0a96db40
"15043423",금융위원회_주식발행정보,금융위원회,JSON+XML,오픈API 활용자가이드_17_주식발행정보조회서비스.docx,REST,uddi:81af7d81-bae6-41c8-9769-b6b5152814be
"15043446",금융위원회_단기금융증권거래정보,금융위원회,JSON+XML,오픈API 활용자가이드_28_단기금융증권거래정보조회서비스.docx,REST,uddi:fdb15bdd-b615-41e9-b78c-e86d8c342862
"15043461",금융위원회_신주인수권증권발행정보,금융위원회,JSON+XML,오픈API 활용자가이드_26_신주인수권증권발행정보조회서비스.docx,REST,uddi:98e64424-61c4-41a7-94a7-bb10291c6c3b
"15059590",금융위원회_모기지론콜옵션행사내역정보,금융위원회,JSON+XML,오픈API 활용자가이드_금융위원회_모기지론콜옵션행사내역정보.docx,REST,uddi:1f782c56-c3a8-4525-b5b4-9423c8eead2e
"15068257",해양수산부_해양생태도 정보제공 서비스,해양수산부,JSON+XML,"27. 해양생태도 정보제공 서비스.docx",REST,uddi:ff78e95c-494f-4bcb-91d8-d8a3ec612ad3
"15074729",해양수산부_서해안 EEZ-특성평가격자,해양수산부,XML,서해안EEZ-특성평가격자_기술문서.docx,REST,uddi:b6c08a9a-b736-481f-93bd-f5c731d8d687_202102051612
"15074709",해양수산부_격자4단계,해양수산부,XML,격자4단계_기술문서.docx,REST,uddi:ba9bb3f2-d54f-4f7e-bc23-ab4fa0a19d4e_202102051538
"15075817",해양수산부_지식정보 생산모델 해수면 수온 15분 격자 D+1 예측값,해양수산부,XML,지식정보 생산모델 해수면 수온 15분 격자 D+1 예측값_기술문서.docx,REST,uddi:d468adbe-620c-4eb9-ae66-baf537603b0b_202102051633
"15057064",해양수산부_수협 물류센터/공판장 품목별 입출고 현황,해양수산부,JSON+XML,MOF_NKOD_OP_OpenApi활용가이드_수협물류센터공판장품목별입출고현황.doc,REST,uddi:2ea6729c-9f6b-4f8e-8b2f-874f22bd6a34
"15056860",통계청_KOSIS 통계목록 조회,통계청,JSON+XML,openApi_manual_v1.0.pdf,REST,uddi:1d24076c-85ac-4403-9bd6-95eb0f7aeef9_201402241037
"15057227",통계청_KOSIS 지표정보 조회,통계청,XML,활용가이드_1지표정보조회서비스v2.5.doc,REST,uddi:3f1bde5c-a870-401c-9165-a70b83dfd854_201304121625
"15057519",통계청_KOSIS 통계자료 조회,통계청,JSON+XML,KOSIS 공유서비스 기술문서_V.2.0.doc,REST,uddi:54acdd87-6375-4139-8de8-9d5e7bae4c37_201402241039
"15079329",통일부_북한 TV 프로그램 편성표 조회 서비스,통일부,JSON,통일부 공공데이터 오픈API 활용가이드_북한 TV 프로그램 편성표 조회 서비스.docx,REST,uddi:bdd8ab44-d85c-47ce-bf98-a044fece5913_202104021722
"15076257",외교부_국가∙지역별 경제정보,외교부,JSON,"3.기술문서_외교부_국가_지역별_경제정보_v1.1.docx",REST,uddi:3dbf79c9-004c-4de0-97dd-98d1553412de_202102242054
"15074872",해양수산부_전북-특성평가격자,해양수산부,XML,전북-특성평가격자_기술문서.docx,REST,uddi:5b06b4b5-f34d-465b-a820-ce06b678f236_202102051546
"15075778",해양수산부_연안 3KM 시설물,해양수산부,JSON+XML,연안3KM시설물_기술문서.docx,REST,uddi:a6f7dc4e-d681-4e3f-9669-d5d4c5c75504_202102181436
"15075698",해양수산부_특성평가격자,해양수산부,JSON+XML,특성평가격자_기술문서.docx,REST,uddi:d565fca3-fb40-4763-9a0d-bdab1e0c146f_202102191727
"3056344",해양수산부_바닷가관리정보,해양수산부,JSON+XML,OpenAPI활용가이드_바닷가정보제공서비스(해양수산부)_v2.0.doc,REST,uddi:53579dc7-06f8-4299-9ccc-c3db617ece26
"3078816",관세청_종류별 수출입실적,관세청,XML,OpenAPI활용가이드_12.관세청(종류별 수출입실적 서비스)_v2.7.zip,REST,uddi:3f48069d-0ac8-46dd-893a-d36fb9e1959c
"3078832",관세청_시도별 성질별 수출입실적,관세청,XML,OpenAPI활용가이드_15.관세청(시도별 성질별 수출입실적 서비스)_v2.7.zip,REST,uddi:c41216b3-3128-48de-b986-c19c69a027be
"15053472",조달청_나라장터 사용자정보서비스,조달청,XML,조달청_OpenAPI활용가이드_나라장터_사용자정보서비스_1.6 0.docx,REST,uddi:e07515e8-3812-47d8-8fe4-b2cf0fb71520
"3036692",조달청_시설공통자재 가격정보 내역,조달청,XML,조달청_OpenAPI활용가이드_나라장터_가격정보현황서비스_1.3.docx,REST,uddi:01222176-90fd-4221-a712-afdc7e7067f3
"15056681",도로교통공단_자전거사고다발지역정보서비스,도로교통공단,JSON,기술문서_도로교통공단_자전거사고다발지역정보.hwp,REST,uddi:0f1878d3-01f9-486d-81a7-ad688b877803
"15076783",국립암센터_신장암 라이브러리 세부진단 종류별,국립암센터,JSON+XML,국립암센터_신장암_집계정보_조회서비스_오픈API활용가이드_(13)세부진단_종류별.docx,REST,uddi:7eb65d3e-4fdd-42aa-ba3a-803e63018359
"15000480",국립중앙의료원_전국 명절 비상 진료기관 정보 조회 서비스,국립중앙의료원,XML,NIA-IFT-OpenAPI활용가이드-01.국립중앙의료원-명절비상진료기관정보조회서비스.hwp,REST,uddi:afd1c5a9-dd81-4a4c-94b9-b8465e26c3f9_201703161447
"15057083",한국노인인력개발원_노인사회활동(노인일자리) 시스템 코드 정보,한국노인인력개발원,XML,IROS_SS_ID_DV_0501_OpenAPI활용가이드_한국노인인력개발원_코드조회서비스__v1.3.doc,REST,uddi:309a6bae-e346-45a3-98f6-d848d312f7ca
"15057683",한국사회보장정보원_사회서비스 제공기관 정보 검색,한국사회보장정보원,XML,OpenAPI활용가이드_사회서비스전자바우처.docx,REST,uddi:617840c9-e50c-4e3c-b0dd-a9d27745235d_202109031525
"15058200",한국노인인력개발원_노인일자리통합모집주민센터정보서비스,한국노인인력개발원,XML,OpenAPI활용가이드(한국노인인력개발원_노인일자리통합모집주민센터정보서비스)_v1.0.doc,REST,uddi:8c8f596b-3b37-4b43-8329-b8becfa6f9ad
"15058276",국립암센터_소아청소년암 레지스트리 메타정보 제공 서비스,국립암센터,JSON+XML,국립암센터_OpenAPI활용가이드_소아청소년암레지스트리메타정보제공서비스.hwp,REST,uddi:938ecb81-1764-4aff-b619-b7d602351e13_202105280950
"15058307",한국노인인력개발원_자립형일자리 코드 정보,한국노인인력개발원,XML,IROS4_OA_DV_0401_OpenAPI활용가이드_15.한국노인인력개발원_자립형노인일자리정보__v1.3.docx,REST,uddi:95b7c777-edcb-46e2-b5b7-e994caa63395
"15059143",국립암센터_자궁암 레지스트리 메타 정보제공 서비스,국립암센터,JSON,국립암센터_OpenAPI활용가이드_자궁암레지스트리메타정보제공서비스.hwp,REST,uddi:dc8f9711-df52-4693-a944-c4db69369b17_202105131729
"15040343",건강보험심사평가원_신포괄기준정보조회서비스,건강보험심사평가원,XML,OpenAPI활용가이드_건강보험심사평가원(신포괄기준조회서비스)_210629.hwp,REST,uddi:a2c79336-1b2e-4dfb-9cc4-9a576496ca5a_202006091409
"15076745",국립암센터_대장암 라이브러리 환자 결핵 병력 여부,국립암센터,JSON+XML,국립암센터_대장암_집계정보_조회서비스_오픈API활용가이드_(9)환자_결핵_병력_여부.docx,REST,uddi:45b9ec5d-6db3-4150-899f-da238d6aa414_202102041425
"15076997",국립암센터_대장암 라이브러리  환자수,국립암센터,JSON+XML,국립암센터_대장암_집계정보_조회서비스_오픈API활용가이드_(1)환자수.docx,REST,uddi:a414803d-a02d-4ba8-9834-b2af51b5dff6
"15076739",국립암센터_대장암 라이브러리 환자 고혈압 병력 여부,국립암센터,JSON+XML,국립암센터_대장암_집계정보_조회서비스_오픈API활용가이드_(7)환자_고혈압 병력_여부.docx,REST,uddi:d96f849e-6186-4f38-ad2d-f236516bd491_202102041423
"15077081",국립암센터_폐암 라이브러리 폐기능 검사 종류별,국립암센터,JSON+XML,국립암센터_폐암_집계정보_조회서비스_오픈API활용가이드_(17)폐기능_검사_종류별.docx,REST,uddi:d2220611-a08c-4b6f-b1db-f43dcdf73a69
"15077052",국립암센터_폐암 라이브러리 환자 간질환 병력 여부,국립암센터,JSON+XML,국립암센터_폐암_집계정보_조회서비스_오픈API활용가이드_(10)환자_간질환_병력_여부.docx,REST,uddi:5d058f2e-4c55-4be4-ba42-fa7acbf06026
"15077080",국립암센터_폐암 라이브러리 기관지내시경검사 종류별,국립암센터,JSON,국립암센터_폐암_집계정보_조회서비스_오픈API활용가이드_(16)기관지내시경검사_종류별.docx,REST,uddi:df3aa22e-2fab-4a59-9392-992a9ecfccfc
"15017227",병무청 맞춤형 특기병 정보,병무청,XML,_MMA_OPENAIP_0010+맞춤형특기병+군사특기별+모집+선발인원_v1.0.docx,REST,uddi:1feba124-434c-4838-8f61-a8d7200d963f
"3065599",병무청 병역일터 채용공고,병무청,XML,_MMA_OPENAIP_0009_병역일터_채용정보_v5.0.docx,REST,uddi:2b003fdc-eb70-432f-9a42-83adaa51c11d
"3066490",병무청_모병합격 배점기준,병무청,XML,_MMA_OPENAPI_0006+배점기준_v1.0.docx,REST,uddi:cd7b591e-dadf-4f73-ae3a-b1186606c288
"15000057",문화체육관광부 국립민속박물관_지도로보는한국민속대백과사전서비스,문화체육관광부 국립민속박물관,XML,IROS_SS_ID_DV_0501_OpenAPI활용가이드(국립민속박물관_지도로보는한국민속대백과사전서비스)_v1.0.doc,REST,uddi:fa5ab38c-b99e-4e01-84f4-b58827b75e6b
"15043119",문화체육관광부 한국정책방송원_게시글 서비스 정보,문화체육관광부 한국정책방송원,XML,API활용가이드_한국정책방송원_KTV게시글 조회서비스_20200323.docx,REST,uddi:83d46724-8e0a-41fe-800e-92600f62a693
"15006360",한국사회보장정보원_장애인 편의시설 현황,한국사회보장정보원,XML,활용가이드_장애인편의시설_Open_APIv1.5.doc,REST,uddi:b82dea52-d00f-4809-8078-932b8940f3d8
"15020284",국민연금공단_탈퇴사업장 정보,국민연금공단,XML,NHN-OA-S101-001-오픈API활용가이드(탈퇴사업장정보조회서비스)_v1.0.hwp,REST,uddi:56525398-f3fe-447d-90e6-bcdc179c8115
"15034213",국립암센터_암검진자 코호트 메타 정보,국립암센터,JSON+XML,,REST,uddi:0b697897-bfec-4a49-9202-ec80dcf81293
"15059244",기상청_위성자료(경량화) 조회서비스,기상청,JSON+XML,기상청14_위성자료_경량화_조회서비스_오픈API활용가이드.docx,REST,uddi:e50cfaee-9b8f-4930-b74d-cd2290000714
"15078109",여성가족부_아이돌봄 월별신청현황-연령대별 정보 서비스,여성가족부,JSON+XML,여성가족부_Open API_조회_서비스_활용가이드_v1.0 (아이돌봄 월별신청현황_연령대별 조회).docx,REST,uddi:8269e994-27b0-4d8b-bb2f-d40f385b0f1c
"15078142",여성가족부_아이돌봄 가구원수별소득기준 정보 서비스,여성가족부,JSON+XML,여성가족부_Open API_조회_서비스_활용가이드_v1.0 (아이돌봄가구원수별소득기준 조회).docx,REST,uddi:1cfb3f52-20b4-4c50-873b-a8a64c55e576_202104071541
"15073963",여성가족부_청소년 활동정보 방학 중 프로그램 서비스,여성가족부,XML,여성가족부_Open API_청소년 활동정보 방학 중 프로그램 서비스_v1.0.docx,REST,uddi:9a0873a1-539c-485b-9f91-db5ef6f40c69_202011271450
"15069276",여성가족부_청소년 활동정보 인증프로그램 서비스,여성가족부,XML,여성가족부_Open API_청소년 활동정보 인증프로그램 서비스_v2.0.docx,REST,uddi:1bfced0e-ee23-43a0-acdc-8518e83e395d_202102011654
"15074504",여성가족부_청소년 활동정보 운영기관 서비스,여성가족부,XML,여성가족부_Open API_청소년 활동정보 운영기관 서비스_v1.0.docx,REST,uddi:35efaa24-6cb2-46eb-9aa6-f8f9ff028673
"15046204",여성가족부 폭력예방교육자료 목록 조회 서비스,여성가족부,JSON+XML,여성가족부_Open API_조회_서비스_활용가이드_v1.0 (폭력예방교육).docx,REST,uddi:46271f8a-6d1d-4478-b1ad-9842b5536988
"3069614",부산광역시 영도구_택시업체 정보,부산광역시 영도구,XML,★13 영도구 택시 현황.hwp,REST,uddi:e90086a5-344f-4aec-b149-a0556d1d5eb4
"15070804",부산광역시 해운대구_사회복지시설 정보 조회 서비스,부산광역시 해운대구,JSON+XML,OpenAPI활용가이드_해운대구_사회복지시설정보조회서비스.docx,REST,uddi:4cf6bcf6-27fb-404e-a90d-da4609991d7b
"15001011",부산교통공사_부산도시철도 공공 시설물 정보,부산교통공사,XML,서비스명세서부산도시철도_공공시설물.zip,REST,uddi:e0dffd23-83cb-4f9e-9c7c-8414dc2e12fa
"15004513",부산광역시_상수도 공사 현황,부산광역시,JSON+XML,부산 상수도 공사 현황 조회.docx,REST,uddi:2ac9299a-3a9f-4588-bccf-ad71976c7a72
"15070822",부산광역시 해운대구_주차장 정보 조회 서비스,부산광역시 해운대구,JSON+XML,OpenAPI활용가이드_해운대구_주차장정보조회서비스.docx,REST,uddi:de07a2e0-8983-4e0a-91c8-9ca5436760bb
"15079306",충청북도_충북문화재단 협약기관 현황,충청북도,JSON,"72.OpenAPI활용가이드_[충청북도_충북문화재단_협약기관_현황]_v1.0.docx",REST,uddi:46f7dda1-d290-4307-a4f5-9fef30be677c
"15034024",부산광역시_구군 장례시설 현황,부산광역시,JSON+XML,장례시설 현황 서비스.docx,REST,uddi:ec5873fa-82b8-4d0e-9007-8cfdfdf959e1
"15034068",부산광역시_건물부문 온실가스 배출현황,부산광역시,JSON+XML,건물부문 온실가스 배출현황.docx,REST,uddi:a4167325-3af3-40f6-aaaf-b10c986e1373_202004161907
"15034073",부산광역시_주요도로 침수 정보,부산광역시,JSON+XML,실시간 내수침수위 정보 서비스.docx,REST,uddi:b4076528-57ef-45aa-bf02-81c30ebfd6c9
"15040616",부산광역시_외국인환자 유치기관,부산광역시,JSON+XML,부산 외국인환자 유치기관.docx,REST,uddi:43e52a0f-736c-429c-83b2-b5fc5cddaf80_202006091101
"15060249",충청남도 보령시_물품수의계약정보조회서비스,충청남도 보령시,JSON+XML,OpenApi활용가이드_보령시_물품수의계약정보조회서비스(20210422).docx,REST,uddi:83674424-f190-4e4b-97b1-847b01604936_202105071712
"15060051",충청남도 보령시_공사대금지급정보조회서비스,충청남도 보령시,JSON+XML,OpenApi활용가이드_보령시_공사대금지급정보조회서비스(20210422).docx,REST,uddi:9ae58a5a-80ae-4423-98c6-ffe032cb9106_202104222015
"15060053",충청남도 보령시_공사하도급계약정보조회서비스,충청남도 보령시,JSON+XML,OpenApi활용가이드_보령시_공사하도급계약정보조회서비스(20210422).docx,REST,uddi:774bb0d9-4b19-45f3-8db0-97fdaecd5d89_202104222007
"3070682",부산시설공단 공영주차장 시설 현황,부산시설공단,XML,활용가이드_부산시설공단_실시간주차정보_V1.2.docx,REST,uddi:26250773-6e03-4654-bd41-d98037670e02
"15001183",대구환경공단_하수 처리 현황,대구환경공단,JSON+XML,대구광역시환경시설공단(하수처리현황).docx,REST,uddi:31d78767-40b1-421b-a9b0-b9e25492095d
"15057591",대구광역시_교통소통정보,대구광역시,XML,대구교통정보조회서비스명세서_161227.docx,REST,uddi:5a15945b-dc0e-4e03-b0e5-894be06ec570
"15061492",대구광역시_평생학습포털_기관조회서비스,대구광역시,XML,대구평생학습포털_기관정보_기술문서양식.docx,REST,uddi:f10889d5-fd7a-4c69-8261-8990e8be2477_202007090948
"15001163",충청남도 청양군 문화관광 정보,충청남도 청양군,XML,API활용가이드_청양군청_청양문화관광정보서비스.hwp,REST,uddi:4889e545-24cb-48cd-b14d-d2f4aa6c280d
"15001170",충청남도 청양군_청양통계,충청남도 청양군,XML,API활용가이드_청양군청_청양통계정보서비스_v2.hwp,REST,uddi:e4643e1b-c557-44cb-a769-938edab7d000
"15038559",충청남도_공주시_문화재정보,충청남도 공주시,XML,OpenAPI활용가이드_공주시_문화재_현황.docx,REST,uddi:f2e07f9a-1f72-4413-987f-fba945a61545
"15056878",무료와이파이 정보 서비스,전라북도 순창군,JSON+XML,OpenAPI활용가이드_순창군_공공데이터_무료와이파이_정보_서비스__v1.0.docx,REST,uddi:1e36361f-336e-4dfe-9591-ca524ad4b4d5
"15057163",전라북도 전주시_보안등 정보 서비스,전라북도 전주시,JSON+XML,OpenAPI활용가이드_전주시청_공공데이터(보안등 정보)_v1.0.docx,REST,uddi:38f0eddb-6352-4f9f-8fcd-8e34003f49c7
"15057175",농기계임대 정보 서비스,전라북도 김제시,XML,OpenAPI활용가이드_김제시_공공데이터(농기계임대 정보)_v1.0.docx,REST,uddi:3a7a9545-2058-4170-8e56-d2977adb0739
"15057573",전라북도 전주시_민방위 대피시설 정보 서비스,전라북도 전주시,JSON+XML,OpenAPI활용가이드_전주시청_공공데이터(민방위 대피 시설 정보)_v1.0.docx,REST,uddi:585c0290-7a5c-4831-b0c1-9d7f8308d1a0
"15085367",충청북도 괴산군_건강증진센터,충청북도 괴산군,JSON+XML,OpenApi활용가이드_충청북도 괴산군 건강증진센터.docx,REST,uddi:ab1f781f-2b8f-4fbf-a3f2-889ab5730b89_202108271124
"15085494",충청북도 괴산군_졸음쉼터,충청북도 괴산군,JSON+XML,OpenApi활용가이드_충청북도 괴산군 졸음쉼터조회.docx,REST,uddi:5791eb67-ba5a-47a9-940e-8cf8c7236c0e_202108271151
"15085375",충청북도 괴산군_관광안내소,충청북도 괴산군,JSON+XML,OpenApi활용가이드_충청북도 괴산군 관광안내소조회.docx,REST,uddi:1c775cc5-4bb0-4b90-8e54-9ab61cc0a4c6_202108121645
"15085363",충청북도 괴산군_가로수길정보,충청북도 괴산군,JSON+XML,OpenApi활용가이드_충청북도 괴산군 가로수길정보.docx,REST,uddi:85e9be2a-0625-4e61-bc0b-a9681778e936_202108121657
"15085482",충청북도 괴산군_어린이보호구역,충청북도 괴산군,JSON+XML,OpenApi활용가이드_충청북도 괴산군 어린이보호구역조회.docx,REST,uddi:c8da8195-f022-4a86-adac-e5e90efd170c_202108271138
"15058560",전라북도 전주시_동물약국 정보 현황,전라북도 전주시,XML,OpenAPI활용가이드_전주시_공공데이터(동물약국 서비스)_v1.0.docx,REST,uddi:aace9bce-ee6e-440a-b18e-82fb8fd8b946
"15058731",주차장 정보 서비스,전라북도 순창군,JSON+XML,OpenAPI활용가이드_순창군_공공데이터_주차장_정보_서비스__v1.0.docx,REST,uddi:b9fc177c-0dcf-49d5-adc0-92ba09f5ffed
"15058771",평생학습강좌 정보 서비스,전라북도 김제시,XML,OpenAPI활용가이드_김제시_공공데이터(평생학습강좌 정보 서비스)_v1.0.docx,REST,uddi:be223ecf-63a2-434f-a2d7-fcd466ef92f1
"15058897",관광안내소 정보 서비스,전라북도 김제시,XML,OpenAPI활용가이드_김제시_공공데이터(관광안내소 정보)_v1.0.docx,REST,uddi:c8f18618-3582-4912-bfdf-89773f392b29
"3069087",전라북도 전주시_농기계수리업소,전라북도 전주시,XML,OpenAPI활용가이드_전주시_공공데이터(농기계수리업소 서비스)_v1.0.docx,REST,uddi:5b7c15e0-611e-49b9-8386-d6dc387091b3
"15057397",한국마사회 2착마 적중승식 예상배당률 정보,한국마사회,XML,API29_한국마사회 2착마 적중승식 예상배당률 정보.docx,REST,uddi:4b43f9a6-d021-4c90-8030-dbb86d4c6622
"15057431",여수광양항만공사_부두별 선박접안 통계,여수광양항만공사,JSON+XML,여수광양항만공사_1차_OpenAPI활용가이드_v1.4.docx,REST,uddi:4dc65e42-817b-4994-a765-be0b3d60aebb
"15029183",전국산정보표준데이터,공공데이터활용지원센터,JSON+XML,,REST,uddi:018b9466-b1be-4af5-8158-df603072b2a1
"15034530",전국아동복지급식정보표준데이터,공공데이터활용지원센터,JSON+XML,,REST,uddi:e1aa5c65-0781-41ea-953a-bb0f4db3238e
"15034536",전국소방자동차전용구역표준데이터,공공데이터활용지원센터,JSON+XML,,REST,uddi:b4b93fb1-6fec-47d5-8ae2-cfa7ff6063a6
"15034542",전국주정차금지(지정)구역표준데이터,공공데이터활용지원센터,JSON+XML,,REST,uddi:ee2aeff2-c1f3-47a8-ab0e-faa102a9824b
"15037733",서민금융진흥원 서민금융통합지원센터 현황,서민금융진흥원,XML,OpenAPI활용가이드(서민금융진흥원)_v1.5.docx,REST,uddi:750453fb-6189-45fb-ac19-f0d322ecd64d
"15000120",한국문화정보원_공연전시정보조회서비스,한국문화정보원,XML,공연전시정보조회서비스_가이드(수정).doc,REST,uddi:c8db0c7c-e310-46ae-a406-96f48fa8a65e
"15074498",서민금융진흥원_서민금융교육컨텐츠정보서비스,서민금융진흥원,XML,OpenAPI 활용가이드_v0.9.docx,REST,uddi:4a170e14-967e-490c-b2df-e8f24296588f_202012221101
"15034107",공무원연금공단_맞춤형복지 사용 신용카드 소비내역 정보,공무원연금공단,JSON+XML,GEPS_OpenAPI기술문서 공무원연금공단_맞춤형복지 신용카드 소비내역 정보.docx,REST,uddi:ecb78853-31ae-4c66-a6b6-ea5edd522a08
"15034209",예금보험공사 영업정지저축은행 계좌별 수신 신규현황,예금보험공사,JSON+XML,예금보험공사_오픈API 활용자가이드_영업정지저축은행 계좌별 수신 신규현황 조회 서비스_V1.0.hwp,REST,uddi:afdd1adf-9cc7-4df6-9ca4-bab6db99097c
"15057501",서울시설공단_서울월드컵경기장 경기장 현황,서울시설공단,XML,OpenAPI활용가이드_서울시시설관리공단_v1.1(서울월드컵경기장현황정보).docx,REST,uddi:532f7995-2f52-46b9-83b5-f49deb845462
"15057647",농림수산식품교육문화정보원_산지위판장 경락가격정보 서비스,농림수산식품교육문화정보원,JSON+XML,EPIS_NKOD_OP_OpenAPI활용가이드_산지위판장+경락가격정보_v1.1.hwp,REST,uddi:5e62fa19-cbf2-43d2-926e-f6333bca60f9
"15057723",서울올림픽기념국민체육진흥공단_스포츠바우처 시설정보서비스,서울올림픽기념국민체육진흥공단,XML,OpenAPI활용가이드(스포츠바우처이용시설_시설정보)_v1.2.zip,REST,uddi:65046bc1-fd69-4d6b-b85b-9ab308c7c57e
"15075386",한국국제협력단_국가별 개발협력동향,한국국제협력단,JSON,기술문서_국가별_개발협력동향_v1.1.docx,REST,uddi:15c2c45e-a013-4949-99a5-855f38fa5b6b_202102251144
"15035283",한국식품안전관리인증원_HACCP 품목코드정보,한국식품안전관리인증원,JSON+XML,"03_HACCP_품목코드정보_서비스.docx",REST,uddi:77b4d1cd-c25f-4ee7-8c7f-d166e41c928a
"15037505",한국대학교육협의회 대학정보공시 교원·연구 현황,한국대학교육협의회,XML,IROS4_OA_DV_0401_OpenAPI활용가이드_25.한국대학교육협의회(대학공시정보)_v2.00.docx,REST,uddi:35aa0aa3-64f3-41bd-bf11-d5fd47f86e0a
"15057827",전북개발공사_토지분양공급유형정보조회 서비스,전북개발공사,XML,전북개발공사 분양토지정보공개_v.1.3.doc,REST,uddi:6f007fc5-212b-4abb-8a81-e11f06103ad7
"15058053",서울올림픽기념국민체육진흥공단_경정 - 모터정보,서울올림픽기념국민체육진흥공단,XML,OpenAPI활용가이드(경정_모터정보)_v1.2.docx,REST,uddi:81a986c4-1e7a-4899-8545-8b0aa7776e8e
"15076253",재외동포재단_재외동포 단체정보 (경제단체),재외동포재단,JSON,"37.기술문서_재외동포재단_재외동포_단체정보_경제단체_v1.1.docx",REST,uddi:c7c064b5-9afd-4cf6-a3db-f9fbbf8d5d05_202102250946
"15076248",한국국제협력단_해외봉사단 파견기관 정보,한국국제협력단,JSON,"28.기술문서_한국국제협력단_해외봉사단_파견기관정보_v1.2.docx",REST,uddi:9e99dc5c-6587-4cc3-bffe-e551b1d0188f_202102251332
"15076251",한국국제교류재단_국가별 문화행사 정보,한국국제교류재단,JSON,"33.기술문서_한국국제교류재단_국가별_문화행사_정보_v1.1.docx",REST,uddi:5e52b6b0-64f8-48f7-bb8f-ca2c0a8cfcab_202102251014
"15076233",한국국제협력단_일일 안전관리 중점국가,한국국제협력단,JSON,"26.기술문서_한국국제협력단_일일 안전관리 중점국가_v1.1.docx",REST,uddi:7d63897d-bf9d-49d7-9301-cd97b4ed24f7_202103021156
"3035681",예금보험공사 파산금융회사 현황,예금보험공사,JSON+XML,예금보험공사_오픈API 활용자가이드_파산금융회사 현황 조회 서비스_V1.0.hwp,REST,uddi:483937db-3091-48bf-85d3-acf3e9c56810
"15058428",예금보험공사_영업정지저축은행 주요 재무현황 보고서 조회 서비스,예금보험공사,JSON+XML,예금보험공사_오픈API 활용자가이드_영업정지저축은행 주요 재무현황 보고서 조회.hwp,REST,uddi:9f711fc7-08d8-4a84-bb37-9ab251294e20
"15058477",한국마사회 전자입찰 낙찰정보,한국마사회,XML,API183_한국마사회_전자입찰 낙찰정보.docx,REST,uddi:a3709066-1092-4d13-b7da-a86205d4cc83
"15038392",한국대학교육협의회 대학정보공시 재정 현황,한국대학교육협의회,XML,IROS4_OA_DV_0401_OpenAPI활용가이드_25.한국대학교육협의회(대학공시정보)_v2.00.docx,REST,uddi:63c757c7-280c-439f-825b-c8ecf93b98ae
"15058734",예금보험공사_영업정지저축은행 자본적정성 보고서 조회 서비스,예금보험공사,JSON+XML,예금보험공사_오픈API 활용자가이드_영업정지저축은행 자본적정성 보고서 조회.hwp,REST,uddi:ba3e9715-0161-439b-b38a-a0b8dfd6eabe
"15058741",예금보험공사_영업정지저축은행 수익성 보고서 조회 서비스,예금보험공사,JSON+XML,예금보험공사_오픈API 활용자가이드_영업정지저축은행 수익성 보고서 조회.hwp,REST,uddi:bb19356a-ff9b-4be5-98dc-cc886d3b7b15
"15058822",축산물품질평가원_축산물등급판정정보,축산물품질평가원,XML,축산물품질평가원_OpenAPI활용가이드_축산물품질평가원_축산물등급판정정보_v3.0.docx,REST,uddi:c1faac62-5e4d-40b0-b312-b09a3ebd9046_202109300005
"15069289",농림수산식품교육문화정보원_생명자원통계,농림수산식품교육문화정보원,XML,BRIS_OpenAPI활용가이드농림수산식품교육문화정보원_생명자원통계 서비스_v1.1.doc,REST,uddi:4163ac6e-b998-4c31-995a-b1501cff5e82_202010231621
"15000341",한국문화정보원_홍보마당조회서비스,한국문화정보원,XML,홍보마당조회서비스_가이드.doc,REST,uddi:dbb020e3-5d9d-4897-9cea-c15430fb0fc7
"3055743",농림수산식품교육문화정보원_농산어촌종합개발정보,농림수산식품교육문화정보원,XML,OpenAPI활용가이드_농림수산식품교육문화정보원Raise_v1.1.docx,REST,uddi:bf2dba8a-9ff3-4568-80fe-d3a7347f7923_201503131434
"15058991",한국마사회_출전표 조회 서비스,한국마사회,XML,OpenAPI활용가이드_한국마사회(경마정보)_v1.1.docx,REST,uddi:d031ed79-004f-46c9-bea0-e8b2c822b4cf
"15059107",여수광양항만공사_부두별 화물 수송 통계,여수광양항만공사,JSON+XML,여수광양항만공사_1차_OpenAPI활용가이드_v1.4.docx,REST,uddi:d98abf95-71b2-4648-86fb-dc5f67299f2d
"15059137",한국마사회 1착마 적중승식 예상배당률 정보,한국마사회,XML,API28_한국마사회 1착마 적중승식 예상배당률 정보.docx,REST,uddi:dbf3f6b0-8c6e-43b2-a4bb-ccb90d0c47c0
"15059144",한국마사회 경주개요 정보,한국마사회,XML,API3_한국마사회 경주개요 정보.docx,REST,uddi:dc919020-ae0e-445d-9e8e-ad30aa344348
